Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Poster;Internet Movie Database;Rotten Tomatoes;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;Win;Metacritic;Nomination;Oscar
Grandma;2015;R;18 Sep 2015;79 min;Comedy, Drama;Paul Weitz;Paul Weitz;Lily Tomlin, Julia Garner, Marcia Gay Harden;Lily Tomlin stars as Elle who has just gotten through breaking up with her girlfriend when Elle's granddaughter Sage unexpectedly shows up needing six hundred dollars before sundown. Temporarily broke, Grandma Elle and Sage spend the day trying to get their hands on the cash as their unannounced visits to old friends and flames end up rattling skeletons and digging up secrets.;English;United States;https://m.media-amazon.com/images/M/MV5BMjExMDE2OTIxM15BMl5BanBnXkFtZTgwMDY5NzAyNjE@._V1_SX300.jpg;6.07.2010;0,91;77;67;15,469;tt4270516;movie;09 Feb 2016;$6,980,524;N/A;N/A;DOÐRU;5;77/100;13;
Sweet Bean;2015;Not Rated;30.May.15;113 min;Drama;Naomi Kawase;Durian Sukegawa, Naomi Kawase;Kirin Kiki, Masatoshi Nagase, Kyara Uchida;The manager of a pancake stall finds himself confronted with an odd but sympathetic elderly woman looking for work. A taste of her homemade red bean paste convinces him to hire her, which starts a relationship that is about much more than just street food.;Japanese;Japan, France, Germany;https://m.media-amazon.com/images/M/MV5BMzYxMjM2NDU0MF5BMl5BanBnXkFtZTgwMTk3MTEyODE@._V1_SX300.jpg;7.04.2010;0,85;60;74;10,747;tt4298958;movie;09 Aug 2016;$124,800;N/A;N/A;DOÐRU;7;60/100;8;
I Am Not a Serial Killer;2016;Not Rated;26 Aug 2016;104 min;Drama, Horror, Thriller;Billy O'Brien;Billy O'Brien, Christopher Hyde, Dan Wells;Max Records, Christopher Lloyd, Laura Fraser;A creature of unknown origin falls in love with a human woman. To stay by her side he kills people and steals their body parts so that he can maintain his human form. Old age see's them living in a Minnesota town with young John as a helpful neighbor. Essentially though, John's observations of the recent murders in their town, combined with his understanding of a killers mentality, lead him to uncover his elderly neighbors strange secret.;English;Ireland, United Kingdom, United States;https://m.media-amazon.com/images/M/MV5BNWVmMTBiMGQtYjQ2ZC00MGFkLThlOGItNWI0MDZhZmJiZjQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;6.03.2010;0,93;54;63;14,37;tt4303340;movie;23 Nov 2016;N/A;N/A;N/A;DOÐRU;10;54/100;8;
Mahana;2016;N/A;3.Mar.16;103 min;Drama;Lee Tamahori;John Collee, Witi Ihimaera;Temuera Morrison, Akuhata Keefe, Nancy Brunning;"From the author of ""The Whale Rider"", a tale of family rivalry and reconciliation, set against the stunning backdrop of rural New Zealand in the 1960s.";English, Maori;New Zealand;https://m.media-amazon.com/images/M/MV5BNmEyNWM2NzEtZDVhZC00NTdiLTg3NjAtNDI2Mjk1OTEzZWI5XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg;7.01.2010;0,87;N/A;71;890;tt4424228;movie;N/A;N/A;N/A;N/A;DOÐRU;2;;9;
Hannah;2017;TV-MA;9.Mar.18;93 min;Drama;Andrea Pallaoro;Andrea Pallaoro, Orlando Tirado;Charlotte Rampling, André Wilms, Stéphanie Van Vyve;Intimate portrait of a woman drifting between reality and denial when she is left alone to grapple with the consequences of her husband's imprisonment.;French, English;Italy, France, Belgium;https://m.media-amazon.com/images/M/MV5BNWJmMWIxMjQtZTk0Mi00YTE0LTkyNzAtYzQxYjcwYjE4ZDk2XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg;5.09.2010;0,82;63;59;1,277;tt4432006;movie;26 Jun 2018;$11,700;N/A;N/A;DOÐRU;4;63/100;8;
Waiting for the Miracle to Come;2018;Unrated;29 Apr 2019;75 min;Drama, Fantasy;Lian Lunson;Lian Lunson;Charlotte Rampling, Sophie Lowe, Willie Nelson;"An aspiring trapeze artist discovers a cryptic letter her recently deceased father once wrote directing her to a gold mine in a remote California desert. Upon arriving in a mysterious town, she finds herself at the gates of ""The Beautiful Place,"" a house occupied by retired vaudeville stars Jimmy and Dixie Riggs. As she gets to know the eccentric couple, she discovers her words were directing her to a reward far more valuable than gold.";English;United States;https://m.media-amazon.com/images/M/MV5BZTY5NDVmNDgtZjc5Mi00NTAzLWFhZGUtZWIyOWYyZGQ0MGI2XkEyXkFqcGdeQXVyMTYzNzYyMTM@._V1_SX300.jpg;4.05.2010;;N/A;45;176;tt4444732;movie;N/A;N/A;N/A;N/A;DOÐRU;;;;
Finding Your Feet;2017;PG-13;30.Mar.18;111 min;Comedy, Drama, Family;Richard Loncraine;Meg Leonard, Nick Moorcroft;Imelda Staunton, Celia Imrie, Timothy Spall;Approaching their senior years, British sisters Sandra and Bif have been estranged for ten years because of their differences. Sandra, newly minted Lady Abbott in her lawyer husband Mike Abbott having been knighted, does whatever needed to present a perfect upper crust life and marriage, including maintaining a proper decorum. Older Bif is the carefree one, living for the moment, including not caring that her council estate apartment in inner city London is a pigsty, just as long as she can find whatever she needs. While Sandra has no place for someone like Bif in her life, Bif laments what Sandra has become when she married Mike, Sandra once having had a real zest for life. When Sandra learns first hand that Mike has been having an affair for five years with one of her closest friends Pamela and eventually asks for a divorce in wanting to marry Pamela, Sandra, feeling like her planned retirement life with Mike has been pulled out from under her, turns to Bif for emotional support in not being able to turn to any of her friends in the shame. While Bif does whatever she can to accommodate Sandra, Sandra feels like a fish out of water in Bif's environs, which includes the adult community dance class she attends and which is populated by who are her closest friends. Among those is Charlie Glover, who, like Sandra, is going through a relationship crossroads in his marriage as his institutionalized wife Lilly is slowly slipping away from him with her Alzheimer's. In finally opening up to the joys of the dance and making connections with Bif's friends including Charlie, Sandra will have to evaluate her life in its entirety including if she is ready to put her upper crust life behind her and embrace a new life with someone caring like Charlie. Bif going through her own challenges may provide a deeper perspective for Sandra in what she really wants.;English, Italian, French, Welsh;United Kingdom;https://m.media-amazon.com/images/M/MV5BMTk1MzE5MDMxOF5BMl5BanBnXkFtZTgwODg5NjY4NDM@._V1_SX300.jpg;6.07.2010;0,7;53;67;6,179;tt4538916;movie;05 Jul 2018;$1,418,682;N/A;N/A;DOÐRU;1;53/100;;
Greetings from Fukushima;2016;N/A;10.Mar.16;108 min;Drama;Doris Dörrie;Doris Dörrie;Rosalie Thomass, Kaori Momoi, Nami Kamata;Following a botched love story, Marie, a young German, lands in Fukushima, determined to change her life. But it is easier said than done. Marie indeed has difficulty in adapting not only to Japanese life but even more so to life in a martyred city. She ends up finding refuge with old Satomi, the last living geisha in town. The young woman even follows her to the house she was born in regardless of the fact that it lies within the forbidden contaminated zone. The cohabitation between the two women proves anything but easy, different as they are from each other. But little by little true friendship develops between them.;English, German, Japanese;Germany;https://m.media-amazon.com/images/M/MV5BN2JlYjgxYmItNzJlZS00ODgxLTllNDUtMDI3OTZjOTViOTAyXkEyXkFqcGdeQXVyMzcyNDM3ODM@._V1_SX300.jpg;6.08.2010;;N/A;68;762;tt4667788;movie;N/A;N/A;N/A;N/A;DOÐRU;5;;4;
Jangsusanghoe;2015;PG-13;09 Apr 2015;112 min;Drama, Romance;Je-kyu Kang;Sang-Hyeon Lee, Je-kyu Kang, Pang Eun-jin;Geun-hyeong Park, Yuh-Jung Youn, Cho Jin-woong;Sung-chil is a grumpy 70-year-old man who lives alone and works part-time at the local supermarket. Jang-soo, owner of the supermarket and president of the city's redevelopment project, has been trying in vain to get Sung-chil's signature (he's the last hold-out and the only reason for the project's delay), but Sung-chil stubbornly refuses any change to his lifestyle. Then he meets his new neighbor Geum-nim, a feisty yet friendly elderly lady who runs the flower shop next door. Despite his age, Sung-chil is inexperienced and clumsy at romance so the entire town cheers him on and helps him court her. But Geum-nim's daughter Min-jung disapproves of the relationship.;Korean;South Korea;https://m.media-amazon.com/images/M/MV5BYjJjNjJjYjItZDkxYi00YTE1LWFjYjItMTAyZGJiYzNlYzM5XkEyXkFqcGdeQXVyMzcwMzQ3MzM@._V1_SX300.jpg;7.03.2010;;N/A;73;475;tt4695462;movie;18 Nov 2016;$22,480;N/A;N/A;DOÐRU;;;1;
The Sense of an Ending;2017;PG-13;10.Mar.17;108 min;Drama, Mystery;Ritesh Batra;Julian Barnes, Nick Payne;Jim Broadbent, Charlotte Rampling, Harriet Walter;"Tony Webster, an ageing Londoner and vintage camera shop owner, whittles down the solitude of his isolated existence by keeping an affectionate relationship with his ex-wife, Margaret, and by accompanying his nearly full-term pregnant daughter, Susie, to antenatal courses. However, the unexpected arrival of an unsettling letter will disrupt the delicate balance of things in Tony's orderly life, reconnecting him with his first love from college, Veronica, and the nostalgic yet clouded memories of a distant past. Now, as Tony scavenges for bits and pieces through flashbacks, more and more, the out-of-focus picture of his youth sharpens; nevertheless, is he ready to face the truth?";English;United Kingdom, United States;https://m.media-amazon.com/images/M/MV5BYzI5ZDM2NjYtNmVhMS00Y2Q4LTg5ZWUtZjUwOGNkZDJhNGY2L2ltYWdlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg;6.04.2010;0,74;61;64;6,416;tt4827986;movie;06 Jun 2017;$1,274,420;N/A;N/A;DOÐRU;1;61/100;;
Moje córki krowy;2015;N/A;08 Jan 2016;88 min;Comedy, Drama;Kinga Debska;Kinga Debska;Agata Kulesza, Gabriela Muskala, Marcin Dorocinski;Marta is a successful actress unable to put her life in order. Unlike her domineering sister, Kasia is sensitive and effusive. They're not keen on each other but an unexpected illness of their mother forces them to cooperate. Laughter is liberating in this heart-warming and profound story about family relations.;Polish;Poland;https://m.media-amazon.com/images/M/MV5BMzY2MTUyZGUtZjc2OC00N2M5LTkxMmQtYjIwMGE1NTMyMzgwXkEyXkFqcGdeQXVyODE0NzcwMA@@._V1_SX300.jpg;6.07.2010;;N/A;67;1,186;tt4834762;movie;N/A;N/A;N/A;N/A;DOÐRU;5;;9;
Adopte un veuf;2016;N/A;20 Apr 2016;97 min;Comedy, Drama;François Desagnat;Jérôme Corcos, François Desagnat, Catherine Diament;André Dussollier, Bérengère Krief, Arnaud Ducret;When is recently widowed, it is difficult to get used to his new life - This is the case of Hubert Jacquin, who spends most of his time in his huge apartment to depress front of his TV. One day, after a misunderstanding, his life will change.;French;France;https://m.media-amazon.com/images/M/MV5BMmZlOGNmYzItZWU2ZC00MDM4LWE2MmUtYjgwODkzMzA1YjBjXkEyXkFqcGdeQXVyMTIyNjcyMTM@._V1_SX300.jpg;6.02.2010;;N/A;62;1,231;tt4857596;movie;N/A;N/A;N/A;N/A;DOÐRU;1;;;
L'étudiante et Monsieur Henri;2015;N/A;07 Oct 2015;98 min;Comedy, Drama;Ivan Calbérac;Ivan Calbérac;Claude Brasseur, Guillaume de Tonquédec, Noémie Schmidt;An elderly curmudgeon lets out a room in his large apartment rent-free to a young student - on condition that she does everything in her power to ruin his son's marriage.;French;France;https://m.media-amazon.com/images/M/MV5BNjdhYWJhZGItZWY0OS00ZWU0LWE5NDAtMjNlM2UyZDlhNDNkXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg;6.08.2010;;N/A;68;4,144;tt4948452;movie;N/A;$761;N/A;N/A;DOÐRU;1;;;
Marjorie Prime;2017;N/A;19 Oct 2017;99 min;Drama, Romance, Sci-Fi;Michael Almereyda;Michael Almereyda, Jordan Harrison;Geena Davis, Hannah Gross, Jon Hamm;In the near future, a time of artificial intelligence: 86-year-old Marjorie has a handsome new companion who looks like her deceased husband and is programmed to feed the story of her life back to her. What would we remember, and what would we forget, if given the chance?;English;United States;https://m.media-amazon.com/images/M/MV5BMzU2NDI1NTEwNF5BMl5BanBnXkFtZTgwMjEwNTIwMzI@._V1_SX300.jpg;6.03.2010;0,9;82;63;6,185;tt4978710;movie;23 Oct 2017;$180,608;N/A;N/A;DOÐRU;2;82/100;9;
The Last Word;2017;R;3.Mar.17;108 min;Comedy, Drama;Mark Pellington;Stuart Ross Fink;Shirley MacLaine, Amanda Seyfried, AnnJewel Lee Dixon;Harriet (Shirley MacLaine) is a successful, retired businesswoman who wants to control everything around her until the bitter end. To make sure her life story is told her way, she pays off her local newspaper to have her obituary written in advance under her watchful eye. But Anne (Amanda Seyfried), the young journalist assigned to the task, refuses to follow the script and instead insists on finding out the true facts about Harriett's life, resulting in a life-altering friendship.;English;United States;https://m.media-amazon.com/images/M/MV5BMTQ4Mzc1MzY5OV5BMl5BanBnXkFtZTgwNzU0NzE4MDI@._V1_SX300.jpg;6.06.2010;0,4;40;66;7,869;tt5023260;movie;06 Jun 2017;$1,783,421;N/A;N/A;DOÐRU;;40/100;;
Our Souls at Night;2017;TV-14;29 Sep 2017;103 min;Drama, Romance;Ritesh Batra;Scott Neustadter, Michael H. Weber, Kent Haruf;Robert Redford, Jane Fonda, Matthias Schoenaerts;In Holt, a small Colorado town, Addie Moore (Jane Fonda) pays an unexpected visit to a neighbor, Louis Waters (Robert Redford). Her husband died years ago, as did his wife, and in such a small town they'd been neighbors for decades, but had little contact. Their children (Matthias Schoenaerts and Judy Greer) live far away and they are all alone in their big houses. Addie seeks to establish a connection, and make the most of the rest of the time they have.;English;United States;https://m.media-amazon.com/images/M/MV5BMzU4ODQ5MDc5OV5BMl5BanBnXkFtZTgwMjk4MDM1MzI@._V1_SX300.jpg;6.09.2010;0,89;69;69;12,823;tt5034266;movie;30 Sep 2017;N/A;N/A;N/A;DOÐRU;;69/100;2;
Kundschafter des Friedens;2017;N/A;26 Jan 2017;93 min;Action, Comedy, Thriller;Robert Thalheim;Robert Thalheim, Oliver Ziegenbalg, Stefan Kobe;Henry Hübchen, Antje Traue, Michael Gwisdek;Germany 2015. The Wall is more than 25 years down, when the once legendary GDR-Spy Jochen Falk (H. Huebchen) found himself called back on duty by the former enemy, the BND. The case: rescue the interim president and hope-springing canditate for the peaceful future of the republic of Katchekistan, who was kidnapped by separatists along with Berlin's official man on the ground, Franz Kern (J. Prochnow). The BND needs Falk's old contacts to get him back. Falk is not at all surprised by the helpless approach of the BND and names his conditio sine non qua: bringing back his old team. For the BND a tough and unwelcome call. What the BND doesn't know: Falk and Kern are heartful competetors from those days, and Falk is aiming for payback-time.;German, Russian, English;Germany;https://m.media-amazon.com/images/M/MV5BMGQ2MTA1YjgtMjhlZC00ZDExLWE4YTEtODkzMDdkOTUxM2IwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg;5.08.2010;;N/A;58;586;tt5076054;movie;N/A;N/A;N/A;N/A;DOÐRU;;;;
La mort de Louis XIV;2016;N/A;02 Nov 2016;115 min;Biography, Drama, History;Albert Serra;Thierry Lounas, Albert Serra;Jean-Pierre Léaud, Patrick d'Assumçao, Marc Susini;Upon returning from a hunting expedition, King Louis XIV feels a sharp pain in his leg. He begins to die, surrounded by loyal followers in the royal chambers.;French, Latin;France, Portugal, Spain;https://m.media-amazon.com/images/M/MV5BNDE3ZjA5OWEtNWEyMi00NDM0LTkwNzctODc3MmI2ZjY4NGZkXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg;6.08.2010;0,88;76;68;2,15;tt5129510;movie;22 Sep 2017;$43,635;N/A;N/A;DOÐRU;14;76/100;28;
Hampstead;2017;PG-13;14 Jun 2019;102 min;Comedy, Drama, Romance;Joel Hopkins;Robert Festinger;Diane Keaton, Brendan Gleeson, James Norton;An American widowed woman left in debt by her unfaithfull husband finds a man living on the land of Hampstead. He lives in a broken down shack but happy with his life. One day she spots him being beaten up so calls the police and goes to see him, so after this she starts to fall for him and helps him from being evicted.;English;United Kingdom, Belgium;https://m.media-amazon.com/images/M/MV5BN2JkOWY2ZmEtMTI0OS00ODI5LWFlNzctMGMwYWQ3Yzc1YjM2XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg;6.01.2010;0,43;53;61;5,956;tt5153236;movie;14 Jun 2019;$144,396;N/A;N/A;DOÐRU;;53/100;;
Where Is Kyra?;2017;R;06 Apr 2018;98 min;Drama;Andrew Dosunmu;Darci Picoult, Andrew Dosunmu;Michelle Pfeiffer, Kiefer Sutherland, Suzanne Shepherd;In Brooklyn, New York, Kyra (Michelle Pfeiffer) loses her job and struggles to survive on her ailing mother's income. As the weeks and months go on, her problems worsen. This leads her on a risky and enigmatic path that threatens her life.;English;United Kingdom, United States;https://m.media-amazon.com/images/M/MV5BYjU3NWE5MzEtOGMzMC00N2FkLTljOWUtMDM3MjNjYzNlMjcxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;5.06.2010;0,81;72;56;1,62;tt5198670;movie;03 Jul 2018;$59,717;N/A;N/A;DOÐRU;;72/100;3;
Dev Bhoomi;2016;Not Rated;9.Mar.17;92 min;Drama;Goran Paskaljevic;Goran Paskaljevic, Victor Banerjee;Victor Banerjee, Geetanjali Thapa, Uttara Baokar;After a long exile, Rahul returns to his village in the Himalayas. It causes commotion amongst the villagers, who have never forgiven him for his sins in the past.;Hindi, English;India, Serbia;https://m.media-amazon.com/images/M/MV5BMWYzMTM0NGMtMjk5Yy00MmUwLTgxN2MtNWEwNDZjYzNhMTEzXkEyXkFqcGdeQXVyMzYwNzA0OTg@._V1_SX300.jpg;7.03.2010;;N/A;73;324;tt5219770;movie;N/A;N/A;N/A;N/A;DOÐRU;;;1;
